date,description,amount,gst_rate,vendor_state,business_state,amount_inclusive_gst,eligible_itc,category
2024-05-31,PINV-05-00541 Royal Insurance Brokers purchase expense,64983.49,0,TS,KA,false,true,purchase
2025-01-05,PINV-01-00542 Eco Power Utilities purchase expense,3802.43,18,TN,KA,true,true,purchase
2024-10-19,PINV-10-00543 FirstFleet Logistics loan expense,5362.02,18,GJ,KA,true,true,loan
2025-01-09,PINV-01-00544 Mohan Industrial Gases office expense expense,92581.59,12,TS,KA,true,true,office_expense
2024-11-14,PINV-11-00545 Royal Insurance Brokers utilities expense,29566.03,5,DL,KA,true,true,utilities
2024-05-17,PINV-05-00546 Mohan Industrial Gases purchase expense,51506.24,18,TS,KA,false,true,purchase
2024-07-31,PINV-07-00547 Kuber Warehousing food expense,5850.38,0,DL,KA,false,true,food
2024-08-13,PINV-08-00548 Apex Packaging Works utilities expense,6698.56,18,TN,KA,true,true,utilities
2024-12-06,PINV-12-00549 Bharat Transport Co utilities expense,47993.01,18,KA,KA,false,true,utilities
2025-01-31,PINV-01-00550 FirstFleet Logistics purchase expense,13033.33,18,KA,KA,true,true,purchase
2025-01-02,PINV-01-00551 Jai Stationers marketing expense,17934.2,0,MH,KA,false,true,marketing
2024-10-17,PINV-10-00552 Mohan Industrial Gases purchase expense,27217.95,12,KA,KA,true,true,purchase
2024-09-23,PINV-09-00553 FirstFleet Logistics tax payment expense,59169.7,5,KA,KA,true,false,tax_payment
2024-08-30,PINV-08-00554 Omkar Repairs loan expense,17131.85,18,TN,KA,true,false,loan
2025-03-14,PINV-03-00555 Apex Packaging Works travel expense,37346.34,18,TN,KA,true,true,travel
2025-03-24,PINV-03-00556 Bharat Transport Co marketing expense,68549.49,18,TS,KA,true,true,marketing
2024-07-10,PINV-07-00557 Crystal Print House travel expense,33915.65,0,GJ,KA,false,true,travel
2025-01-19,PINV-01-00558 Kuber Warehousing food expense,36498.62,18,TN,KA,false,true,food
2024-06-07,PINV-06-00559 Nexa Facility Services purchase expense,72575.46,12,KA,KA,true,true,purchase
2024-10-04,PINV-10-00560 Himalaya Foods Supply rent expense,33409.98,0,MH,KA,false,false,rent
2024-10-09,PINV-10-00561 Pioneer Chemicals tax payment expense,1697.58,18,KA,KA,false,false,tax_payment
2024-09-17,PINV-09-00562 Bharat Transport Co software expense,34368.86,0,KA,KA,false,true,software
2024-10-07,PINV-10-00563 Bharat Transport Co purchase expense,64807.67,18,TN,KA,true,true,purchase
2024-08-15,PINV-08-00564 Apex Packaging Works office expense expense,2498.68,18,KA,KA,true,true,office_expense
2025-01-29,PINV-01-00565 Delta Office Systems rent expense,63277.36,0,MH,KA,false,false,rent
2024-04-12,PINV-04-00566 TruEdge Consulting purchase expense,17962.6,5,DL,KA,false,true,purchase
2025-01-17,PINV-01-00567 Omkar Repairs food expense,81822.53,12,TN,KA,true,true,food
2024-04-22,PINV-04-00568 Bharat Transport Co office expense expense,4803.23,18,TN,KA,false,true,office_expense
2024-09-26,PINV-09-00569 Pioneer Chemicals rent expense,26907.26,18,MH,KA,true,false,rent
2024-04-23,PINV-04-00570 Kuber Warehousing purchase expense,61238.34,18,DL,KA,true,true,purchase
2024-07-25,PINV-07-00571 QuickFix Maintenance purchase expense,63774.4,18,GJ,KA,true,true,purchase
2025-01-30,PINV-01-00572 Mohan Industrial Gases software expense,18912.08,12,DL,KA,false,true,software
2024-09-17,PINV-09-00573 Mohan Industrial Gases rent expense,15267.84,5,KA,KA,false,false,rent
2024-12-09,PINV-12-00574 TruEdge Consulting utilities expense,39581.05,12,TN,KA,true,true,utilities
2024-05-23,PINV-05-00575 Nexa Facility Services marketing expense,41050.46,12,DL,KA,true,true,marketing
2024-11-16,PINV-11-00576 Eco Power Utilities loan expense,41573.29,18,KA,KA,true,false,loan
2024-10-05,PINV-10-00577 QuickFix Maintenance software expense,81220.02,0,KA,KA,false,true,software
2024-11-12,PINV-11-00578 Himalaya Foods Supply office expense expense,10331.99,18,KA,KA,true,true,office_expense
2024-09-09,PINV-09-00579 Nexa Facility Services purchase expense,57985.72,18,MH,KA,true,true,purchase
2024-08-09,PINV-08-00580 Jai Stationers purchase expense,29979.69,5,DL,KA,true,true,purchase
2024-04-29,PINV-04-00581 Mohan Industrial Gases rent expense,37544.94,18,TS,KA,true,true,rent
2024-11-26,PINV-11-00582 SmartCloud Software purchase expense,11516.47,18,KA,KA,false,true,purchase
2025-02-24,PINV-02-00583 QuickFix Maintenance office expense expense,44403.57,18,DL,KA,true,true,office_expense
2024-10-25,PINV-10-00584 SmartCloud Software purchase expense,84422.96,12,MH,KA,true,true,purchase
2024-09-13,PINV-09-00585 TruEdge Consulting utilities expense,56748.14,18,KA,KA,true,true,utilities
2024-10-09,PINV-10-00586 Omkar Repairs purchase expense,22631.66,5,TN,KA,true,true,purchase
2024-11-29,PINV-11-00587 Crystal Print House utilities expense,1786.11,5,GJ,KA,true,true,utilities
2024-07-05,PINV-07-00588 FirstFleet Logistics purchase expense,47227.28,12,MH,KA,true,true,purchase
2025-03-20,PINV-03-00589 TruEdge Consulting food expense,61323.06,5,TN,KA,true,true,food
2024-08-27,PINV-08-00590 Insight Marketing LLP purchase expense,92543.48,18,MH,KA,true,true,purchase
2024-10-20,PINV-10-00591 Omkar Repairs software expense,65961.62,18,TN,KA,true,true,software
2024-11-29,PINV-11-00592 Himalaya Foods Supply office expense expense,23549.64,18,DL,KA,true,true,office_expense
2025-02-28,PINV-02-00593 Eco Power Utilities purchase expense,17305.93,5,DL,KA,true,true,purchase
2025-03-19,PINV-03-00594 Apex Packaging Works purchase expense,20302.48,18,GJ,KA,false,true,purchase
2024-08-21,PINV-08-00595 Jai Stationers purchase expense,50328.38,18,GJ,KA,true,true,purchase
2024-12-25,PINV-12-00596 Eco Power Utilities marketing expense,57569.57,0,DL,KA,false,true,marketing
2024-05-14,PINV-05-00597 Kuber Warehousing marketing expense,13958.22,18,TN,KA,true,true,marketing
2024-09-13,PINV-09-00598 Nexa Facility Services utilities expense,8282.51,18,MH,KA,true,true,utilities
2024-06-03,PINV-06-00599 Apex Packaging Works purchase expense,67284.88,18,MH,KA,false,true,purchase
2025-03-11,PINV-03-00600 Eco Power Utilities purchase expense,99597.45,18,MH,KA,true,true,purchase
2024-06-05,PINV-06-00601 Pioneer Chemicals travel expense,21563.82,18,TS,KA,true,true,travel
2024-12-16,PINV-12-00602 Bharat Transport Co rent expense,30956.38,18,TN,KA,true,true,rent
2024-04-02,PINV-04-00603 Global Tech Tools utilities expense,32914.29,0,GJ,KA,false,true,utilities
2024-09-08,PINV-09-00604 FirstFleet Logistics office expense expense,14792.24,18,TS,KA,true,true,office_expense
2024-04-20,PINV-04-00605 Pioneer Chemicals loan expense,5695.51,12,TS,KA,false,false,loan
2025-02-26,PINV-02-00606 Nexa Facility Services travel expense,51484.88,18,TN,KA,true,true,travel
2024-06-10,PINV-06-00607 LightSpeed Internet utilities expense,78794.32,0,KA,KA,false,true,utilities
2024-04-21,PINV-04-00608 Himalaya Foods Supply food expense,43800.29,5,TN,KA,false,false,food
2024-08-13,PINV-08-00609 Nexa Facility Services food expense,43374.28,12,GJ,KA,true,false,food
2024-07-16,PINV-07-00610 Delta Office Systems utilities expense,52916.69,5,TS,KA,true,true,utilities
2024-12-05,PINV-12-00611 SmartCloud Software tax payment expense,84687.56,18,GJ,KA,true,false,tax_payment
2025-03-28,PINV-03-00612 QuickFix Maintenance travel expense,62745.92,18,DL,KA,true,true,travel
2024-04-08,PINV-04-00613 Jai Stationers office expense expense,18591.61,18,TN,KA,false,true,office_expense
2024-08-30,PINV-08-00614 Global Tech Tools purchase expense,97863.47,18,TN,KA,true,true,purchase
2024-05-22,PINV-05-00615 Eco Power Utilities purchase expense,50283.66,18,GJ,KA,false,true,purchase
2025-02-28,PINV-02-00616 Crystal Print House office expense expense,34002.66,18,DL,KA,true,true,office_expense
2024-07-26,PINV-07-00617 Insight Marketing LLP purchase expense,19457.63,18,TS,KA,true,true,purchase
2025-03-24,PINV-03-00618 FirstFleet Logistics purchase expense,53312.98,5,DL,KA,true,true,purchase
2024-12-11,PINV-12-00619 Jai Stationers purchase expense,64402.63,18,TS,KA,true,true,purchase
2024-11-23,PINV-11-00620 QuickFix Maintenance food expense,44222.23,0,MH,KA,false,false,food
2024-07-14,PINV-07-00621 Omkar Repairs utilities expense,49184.77,18,GJ,KA,true,true,utilities
2024-08-27,PINV-08-00622 Crystal Print House software expense,59652.88,0,MH,KA,false,true,software
2025-03-24,PINV-03-00623 Insight Marketing LLP utilities expense,30058.99,12,GJ,KA,true,true,utilities
2025-02-01,PINV-02-00624 Royal Insurance Brokers rent expense,40120.68,18,TN,KA,true,false,rent
2025-03-18,PINV-03-00625 Omkar Repairs office expense expense,80204.77,18,TS,KA,true,true,office_expense
2025-01-03,PINV-01-00626 Himalaya Foods Supply rent expense,86266.39,18,KA,KA,true,false,rent
2024-04-26,PINV-04-00627 Royal Insurance Brokers purchase expense,42668.51,18,MH,KA,true,true,purchase
2024-04-04,PINV-04-00628 Delta Office Systems software expense,31251.77,12,GJ,KA,true,true,software
2024-10-26,PINV-10-00629 Insight Marketing LLP purchase expense,53106.48,18,DL,KA,true,true,purchase
2024-10-01,PINV-10-00630 Pioneer Chemicals software expense,18438.67,18,DL,KA,true,true,software
2024-04-03,PINV-04-00631 Apex Packaging Works purchase expense,29489.08,18,TN,KA,false,true,purchase
2024-12-28,PINV-12-00632 Eco Power Utilities purchase expense,7174.2,0,DL,KA,false,true,purchase
2024-09-14,PINV-09-00633 Delta Office Systems purchase expense,86611.97,18,GJ,KA,true,true,purchase
2025-01-27,PINV-01-00634 TruEdge Consulting travel expense,13243.76,12,MH,KA,false,true,travel
2024-07-13,PINV-07-00635 QuickFix Maintenance software expense,43520.87,18,MH,KA,true,true,software
2024-09-10,PINV-09-00636 Pioneer Chemicals marketing expense,39130.84,18,TN,KA,false,true,marketing
2024-07-09,PINV-07-00637 Bharat Transport Co marketing expense,89250.45,12,MH,KA,true,true,marketing
2024-12-19,PINV-12-00638 Nexa Facility Services purchase expense,59330.93,0,GJ,KA,false,true,purchase
2025-02-08,PINV-02-00639 Royal Insurance Brokers purchase expense,78234.93,18,KA,KA,true,true,purchase
2024-07-18,PINV-07-00640 Insight Marketing LLP office expense expense,65739.24,0,GJ,KA,false,true,office_expense
2024-11-30,PINV-11-00641 TruEdge Consulting utilities expense,82626.37,18,TN,KA,true,true,utilities
2024-06-09,PINV-06-00642 Insight Marketing LLP purchase expense,24905.22,5,TN,KA,true,true,purchase
2025-02-07,PINV-02-00643 Insight Marketing LLP utilities expense,87163.39,12,DL,KA,true,true,utilities
2024-10-11,PINV-10-00644 Pioneer Chemicals purchase expense,98685.2,18,TN,KA,true,true,purchase
2025-02-22,PINV-02-00645 Himalaya Foods Supply utilities expense,89251.8,18,TS,KA,true,true,utilities
2025-01-06,PINV-01-00646 Bharat Transport Co purchase expense,1523.76,18,DL,KA,true,true,purchase
2024-08-17,PINV-08-00647 Eco Power Utilities office expense expense,5796.07,18,KA,KA,true,true,office_expense
2024-09-29,PINV-09-00648 QuickFix Maintenance office expense expense,34257.7,18,KA,KA,true,true,office_expense
2024-11-26,PINV-11-00649 Global Tech Tools marketing expense,21265.2,5,TN,KA,true,true,marketing
2025-03-07,PINV-03-00650 Omkar Repairs travel expense,46929.92,18,KA,KA,true,true,travel
2025-03-03,PINV-03-00651 Jai Stationers purchase expense,63028.82,18,TS,KA,false,true,purchase
2024-12-24,PINV-12-00652 FirstFleet Logistics purchase expense,76035.31,18,GJ,KA,true,true,purchase
2024-09-11,PINV-09-00653 QuickFix Maintenance marketing expense,81114.62,18,GJ,KA,true,true,marketing
2024-11-02,PINV-11-00654 FirstFleet Logistics purchase expense,15304.82,18,KA,KA,false,true,purchase
2025-02-24,PINV-02-00655 LightSpeed Internet food expense,59789.12,12,TN,KA,true,false,food
2024-08-28,PINV-08-00656 QuickFix Maintenance purchase expense,45266.36,18,TN,KA,true,true,purchase
2024-10-24,PINV-10-00657 FirstFleet Logistics marketing expense,82201.62,5,KA,KA,false,true,marketing
2024-10-08,PINV-10-00658 Crystal Print House rent expense,89771.08,18,GJ,KA,true,false,rent
2024-06-16,PINV-06-00659 Jai Stationers loan expense,70194.94,18,TN,KA,false,false,loan
2025-02-13,PINV-02-00660 Royal Insurance Brokers office expense expense,36430.23,0,MH,KA,false,true,office_expense
2024-11-22,PINV-11-00661 Eco Power Utilities purchase expense,45944.45,18,GJ,KA,true,true,purchase
2024-04-14,PINV-04-00662 Eco Power Utilities marketing expense,61032.46,5,KA,KA,true,true,marketing
2025-03-29,PINV-03-00663 Nexa Facility Services purchase expense,76377.48,12,TS,KA,true,true,purchase
2024-11-16,PINV-11-00664 Bharat Transport Co office expense expense,69071.28,18,GJ,KA,false,true,office_expense
2024-09-13,PINV-09-00665 Insight Marketing LLP purchase expense,43018.4,18,MH,KA,true,true,purchase
2025-01-29,PINV-01-00666 QuickFix Maintenance purchase expense,86940.26,18,TS,KA,true,true,purchase
2024-04-21,PINV-04-00667 Omkar Repairs food expense,7972.89,18,GJ,KA,true,false,food
2024-04-30,PINV-04-00668 Royal Insurance Brokers utilities expense,94033.01,12,TS,KA,true,true,utilities
2024-10-17,PINV-10-00669 FirstFleet Logistics software expense,51404.63,18,TN,KA,true,true,software
2024-10-28,PINV-10-00670 Global Tech Tools utilities expense,96293.7,18,TN,KA,true,true,utilities
2024-05-11,PINV-05-00671 Eco Power Utilities purchase expense,11553.11,12,TS,KA,true,true,purchase
2025-03-08,PINV-03-00672 TruEdge Consulting purchase expense,74414.91,18,GJ,KA,true,true,purchase
2024-05-22,PINV-05-00673 Eco Power Utilities rent expense,54815.38,18,KA,KA,true,true,rent
2024-12-18,PINV-12-00674 Eco Power Utilities tax payment expense,70546.17,0,TS,KA,false,false,tax_payment
2025-01-31,PINV-01-00675 Bharat Transport Co marketing expense,50318.23,0,MH,KA,false,true,marketing
2025-01-27,PINV-01-00676 Royal Insurance Brokers purchase expense,89765.45,18,TS,KA,true,true,purchase
2024-12-18,PINV-12-00677 Nexa Facility Services office expense expense,46321.34,18,TS,KA,true,true,office_expense
2024-09-09,PINV-09-00678 Bharat Transport Co travel expense,49307.47,12,GJ,KA,true,true,travel
2024-07-25,PINV-07-00679 Global Tech Tools purchase expense,2728.16,18,MH,KA,true,true,purchase
2024-05-22,PINV-05-00680 FirstFleet Logistics tax payment expense,88419.33,18,TS,KA,true,false,tax_payment
2024-04-22,PINV-04-00681 Kuber Warehousing travel expense,36764.7,18,GJ,KA,true,true,travel
2024-12-01,PINV-12-00682 TruEdge Consulting office expense expense,23431.9,18,DL,KA,true,true,office_expense
2024-08-13,PINV-08-00683 Bharat Transport Co purchase expense,54555.76,18,KA,KA,true,true,purchase
2024-09-07,PINV-09-00684 Crystal Print House purchase expense,5507.84,18,KA,KA,false,true,purchase
2024-06-18,PINV-06-00685 Himalaya Foods Supply rent expense,85549.65,18,TN,KA,true,false,rent
2024-05-29,PINV-05-00686 Kuber Warehousing office expense expense,89042.47,12,KA,KA,true,true,office_expense
2024-04-20,PINV-04-00687 SmartCloud Software office expense expense,45946.85,18,KA,KA,true,true,office_expense
2024-06-12,PINV-06-00688 Himalaya Foods Supply office expense expense,74361.88,12,TN,KA,true,true,office_expense
2024-12-19,PINV-12-00689 Jai Stationers purchase expense,58225.35,18,MH,KA,true,true,purchase
2024-11-03,PINV-11-00690 Nexa Facility Services rent expense,7981.27,18,DL,KA,true,false,rent
2024-12-02,PINV-12-00691 Global Tech Tools loan expense,22014.79,18,TN,KA,true,false,loan
2024-10-05,PINV-10-00692 Omkar Repairs food expense,81331.96,5,MH,KA,true,false,food
2024-05-24,PINV-05-00693 QuickFix Maintenance software expense,74890.69,18,MH,KA,true,true,software
2025-01-15,PINV-01-00694 Crystal Print House purchase expense,67533.2,12,MH,KA,true,true,purchase
2024-07-26,PINV-07-00695 Himalaya Foods Supply purchase expense,72810.15,0,KA,KA,false,true,purchase
2025-01-07,PINV-01-00696 LightSpeed Internet office expense expense,24567.63,12,TN,KA,true,true,office_expense
2024-04-13,PINV-04-00697 Omkar Repairs marketing expense,67796.63,12,TS,KA,false,true,marketing
2024-08-09,PINV-08-00698 Mohan Industrial Gases purchase expense,63464.28,0,GJ,KA,false,true,purchase
2024-08-24,PINV-08-00699 Crystal Print House rent expense,63272.64,18,TN,KA,false,false,rent
2024-05-03,PINV-05-00700 Omkar Repairs purchase expense,14738.89,0,GJ,KA,false,true,purchase
2025-03-07,PINV-03-00701 Delta Office Systems software expense,55295.45,18,KA,KA,false,true,software
2024-07-26,PINV-07-00702 Jai Stationers tax payment expense,33597.41,18,DL,KA,false,false,tax_payment
2025-01-13,PINV-01-00703 Global Tech Tools food expense,29874.97,18,TS,KA,true,false,food
2024-06-04,PINV-06-00704 Royal Insurance Brokers software expense,84741.96,18,KA,KA,false,true,software
2024-06-17,PINV-06-00705 Nexa Facility Services rent expense,97258.77,18,TS,KA,true,false,rent
2025-01-25,PINV-01-00706 Mohan Industrial Gases food expense,50343.48,5,TN,KA,true,false,food
2024-06-03,PINV-06-00707 TruEdge Consulting food expense,35881.71,18,DL,KA,false,false,food
2024-10-19,PINV-10-00708 Himalaya Foods Supply purchase expense,92559.3,18,MH,KA,true,true,purchase
2024-06-08,PINV-06-00709 Himalaya Foods Supply purchase expense,4519.97,18,MH,KA,false,true,purchase
2024-11-11,PINV-11-00710 Nexa Facility Services utilities expense,49693.36,18,KA,KA,true,true,utilities
2024-05-19,PINV-05-00711 Pioneer Chemicals marketing expense,33790.41,18,DL,KA,true,true,marketing
2024-10-24,PINV-10-00712 Delta Office Systems purchase expense,14960.34,0,DL,KA,false,true,purchase
2024-05-03,PINV-05-00713 Omkar Repairs purchase expense,31409.61,12,MH,KA,false,true,purchase
2024-10-10,PINV-10-00714 Bharat Transport Co purchase expense,47297.42,12,MH,KA,true,true,purchase
2024-05-05,PINV-05-00715 SmartCloud Software utilities expense,74102.08,18,GJ,KA,true,true,utilities
2025-02-19,PINV-02-00716 Kuber Warehousing software expense,64638.35,18,TN,KA,true,true,software
2024-10-10,PINV-10-00717 Insight Marketing LLP tax payment expense,5565.76,12,GJ,KA,true,true,tax_payment
2024-09-13,PINV-09-00718 Apex Packaging Works rent expense,34494.93,18,MH,KA,true,false,rent
2024-08-17,PINV-08-00719 Jai Stationers rent expense,52901.59,12,GJ,KA,true,false,rent
2024-07-27,PINV-07-00720 SmartCloud Software purchase expense,25266.85,18,DL,KA,true,true,purchase
2024-10-02,PINV-10-00721 Insight Marketing LLP software expense,9691.8,18,DL,KA,true,true,software
2025-01-23,PINV-01-00722 Global Tech Tools purchase expense,23047.86,0,TN,KA,false,true,purchase
2024-12-26,PINV-12-00723 QuickFix Maintenance travel expense,22543.19,18,TS,KA,true,true,travel
2024-04-05,PINV-04-00724 Jai Stationers purchase expense,24231.74,12,TN,KA,true,true,purchase
2024-11-04,PINV-11-00725 Delta Office Systems utilities expense,45474.6,0,KA,KA,false,true,utilities
2024-05-01,PINV-05-00726 Delta Office Systems food expense,96841.95,18,KA,KA,true,false,food
2024-09-14,PINV-09-00727 Crystal Print House rent expense,41996.24,12,KA,KA,true,false,rent
2024-04-08,PINV-04-00728 Pioneer Chemicals loan expense,39421.82,0,TS,KA,false,false,loan
2024-12-25,PINV-12-00729 Kuber Warehousing travel expense,64970.63,0,TN,KA,false,true,travel
2025-02-23,PINV-02-00730 Royal Insurance Brokers office expense expense,73580.14,0,TS,KA,false,true,office_expense
2024-07-11,PINV-07-00731 Himalaya Foods Supply rent expense,38229.3,18,MH,KA,true,false,rent
2024-04-07,PINV-04-00732 Mohan Industrial Gases purchase expense,5744.46,5,TN,KA,false,true,purchase
2024-09-19,PINV-09-00733 Kuber Warehousing marketing expense,28555.75,0,MH,KA,false,true,marketing
2024-08-26,PINV-08-00734 Delta Office Systems purchase expense,4116.37,18,KA,KA,true,true,purchase
2024-05-23,PINV-05-00735 Kuber Warehousing purchase expense,56608.61,12,KA,KA,true,true,purchase
2024-10-23,PINV-10-00736 Nexa Facility Services marketing expense,66389.19,5,MH,KA,true,true,marketing
2024-06-09,PINV-06-00737 Insight Marketing LLP purchase expense,20650.58,18,MH,KA,false,true,purchase
2024-07-04,PINV-07-00738 FirstFleet Logistics purchase expense,62821.09,12,TS,KA,true,true,purchase
2025-02-09,PINV-02-00739 Bharat Transport Co marketing expense,18608.16,0,MH,KA,false,true,marketing
2024-07-24,PINV-07-00740 SmartCloud Software purchase expense,16597.48,5,TN,KA,true,true,purchase
2024-05-30,PINV-05-00741 Global Tech Tools purchase expense,22498.86,18,TN,KA,false,true,purchase
2025-03-14,PINV-03-00742 Jai Stationers purchase expense,17597.14,5,DL,KA,true,true,purchase
2025-02-07,PINV-02-00743 Omkar Repairs travel expense,23298.8,0,TN,KA,false,true,travel
2024-07-08,PINV-07-00744 Insight Marketing LLP purchase expense,69098.1,0,MH,KA,false,true,purchase
2024-11-10,PINV-11-00745 Omkar Repairs office expense expense,77031.52,18,DL,KA,false,true,office_expense
2025-03-05,PINV-03-00746 SmartCloud Software utilities expense,18952.78,18,MH,KA,true,true,utilities
2024-09-30,PINV-09-00747 Mohan Industrial Gases tax payment expense,58884.39,0,TN,KA,false,true,tax_payment
2024-10-07,PINV-10-00748 Kuber Warehousing utilities expense,42088.14,0,MH,KA,false,true,utilities
2024-10-07,PINV-10-00749 Himalaya Foods Supply marketing expense,62683.39,18,DL,KA,true,true,marketing
2024-05-24,PINV-05-00750 Insight Marketing LLP travel expense,23088.95,18,GJ,KA,true,true,travel
2025-03-24,PINV-03-00751 LightSpeed Internet purchase expense,66350.7,18,TN,KA,false,true,purchase
2024-11-09,PINV-11-00752 Kuber Warehousing office expense expense,54015.33,12,TS,KA,true,true,office_expense
2024-10-26,PINV-10-00753 Eco Power Utilities loan expense,49517.97,18,MH,KA,false,false,loan
2024-08-27,PINV-08-00754 Global Tech Tools marketing expense,99299.91,18,GJ,KA,true,true,marketing
2024-06-17,PINV-06-00755 Jai Stationers purchase expense,16906.6,18,TS,KA,true,true,purchase
2025-03-24,PINV-03-00756 Nexa Facility Services rent expense,55510.72,18,TS,KA,true,false,rent
2024-08-25,PINV-08-00757 Nexa Facility Services utilities expense,43853.64,18,KA,KA,true,true,utilities
2024-10-29,PINV-10-00758 Delta Office Systems software expense,30689.13,18,TS,KA,true,true,software
2024-07-31,PINV-07-00759 TruEdge Consulting office expense expense,55444.14,18,TN,KA,true,true,office_expense
2024-05-20,PINV-05-00760 LightSpeed Internet marketing expense,50867.2,18,GJ,KA,true,true,marketing
2025-03-02,PINV-03-00761 Global Tech Tools food expense,21717.85,0,MH,KA,false,false,food
2024-10-12,PINV-10-00762 Bharat Transport Co travel expense,74300.29,5,KA,KA,true,true,travel
2024-08-19,PINV-08-00763 Royal Insurance Brokers office expense expense,81557.99,18,KA,KA,false,true,office_expense
2025-01-10,PINV-01-00764 Eco Power Utilities software expense,20866.65,12,KA,KA,true,true,software
2024-08-25,PINV-08-00765 Mohan Industrial Gases loan expense,30868.62,18,DL,KA,true,false,loan
2025-02-23,PINV-02-00766 Insight Marketing LLP tax payment expense,99459.0,18,TS,KA,true,false,tax_payment
2024-08-30,PINV-08-00767 LightSpeed Internet loan expense,73054.97,5,TS,KA,true,false,loan
2025-01-25,PINV-01-00768 SmartCloud Software office expense expense,19236.4,12,DL,KA,false,true,office_expense
2024-12-15,PINV-12-00769 Crystal Print House rent expense,55002.21,0,DL,KA,false,false,rent
2025-01-16,PINV-01-00770 Omkar Repairs purchase expense,99269.08,18,TS,KA,true,true,purchase
2025-01-07,PINV-01-00771 Himalaya Foods Supply purchase expense,11021.4,5,TN,KA,true,true,purchase
2024-05-26,PINV-05-00772 FirstFleet Logistics software expense,4139.25,18,TS,KA,true,true,software
2024-08-05,PINV-08-00773 SmartCloud Software office expense expense,4766.92,18,MH,KA,true,true,office_expense
2024-07-25,PINV-07-00774 Himalaya Foods Supply purchase expense,46041.8,12,TN,KA,true,true,purchase
2025-03-03,PINV-03-00775 Global Tech Tools rent expense,75918.78,12,GJ,KA,true,true,rent
2025-03-20,PINV-03-00776 Insight Marketing LLP purchase expense,7163.11,0,GJ,KA,false,true,purchase
2024-07-20,PINV-07-00777 Bharat Transport Co purchase expense,52439.57,12,KA,KA,true,true,purchase
2024-08-23,PINV-08-00778 SmartCloud Software office expense expense,66451.46,18,KA,KA,true,true,office_expense
2024-09-07,PINV-09-00779 FirstFleet Logistics marketing expense,45583.57,0,TN,KA,false,true,marketing
2024-10-31,PINV-10-00780 Delta Office Systems software expense,3963.76,18,GJ,KA,false,true,software
2025-02-03,PINV-02-00781 Bharat Transport Co purchase expense,81209.99,0,DL,KA,false,true,purchase
2024-12-13,PINV-12-00782 Kuber Warehousing purchase expense,15979.56,12,DL,KA,true,true,purchase
2024-07-11,PINV-07-00783 Crystal Print House travel expense,57332.36,18,TN,KA,true,true,travel
2025-01-28,PINV-01-00784 Delta Office Systems purchase expense,7226.49,18,TN,KA,true,true,purchase
2024-05-21,PINV-05-00785 Crystal Print House loan expense,74684.64,0,TS,KA,false,false,loan
2024-09-06,PINV-09-00786 Apex Packaging Works rent expense,40077.37,12,GJ,KA,false,false,rent
2025-01-10,PINV-01-00787 Crystal Print House purchase expense,71624.07,0,TS,KA,false,true,purchase
2024-09-01,PINV-09-00788 Kuber Warehousing purchase expense,70357.96,18,GJ,KA,true,true,purchase
2024-07-19,PINV-07-00789 Nexa Facility Services travel expense,49954.15,18,TN,KA,true,true,travel
2024-07-06,PINV-07-00790 TruEdge Consulting purchase expense,96738.56,18,TS,KA,true,true,purchase
2024-12-12,PINV-12-00791 Jai Stationers office expense expense,83816.19,0,GJ,KA,false,true,office_expense
2024-08-25,PINV-08-00792 FirstFleet Logistics purchase expense,30391.82,5,KA,KA,false,true,purchase
2025-03-30,PINV-03-00793 Himalaya Foods Supply purchase expense,32456.91,12,TS,KA,true,true,purchase
2024-11-08,PINV-11-00794 FirstFleet Logistics software expense,26460.44,18,MH,KA,true,true,software
2024-09-13,PINV-09-00795 FirstFleet Logistics loan expense,32256.72,18,DL,KA,true,false,loan
2024-08-23,PINV-08-00796 Pioneer Chemicals food expense,60495.77,0,GJ,KA,false,false,food
2024-08-20,PINV-08-00797 QuickFix Maintenance utilities expense,43532.56,18,GJ,KA,true,true,utilities
2025-01-17,PINV-01-00798 TruEdge Consulting purchase expense,32142.67,0,TS,KA,false,true,purchase
2025-03-25,PINV-03-00799 Kuber Warehousing travel expense,63608.82,12,DL,KA,true,true,travel
2024-10-04,PINV-10-00800 QuickFix Maintenance purchase expense,84205.83,0,TS,KA,false,true,purchase
2024-05-15,PINV-05-00801 Omkar Repairs purchase expense,76609.53,18,DL,KA,true,true,purchase
2024-04-14,PINV-04-00802 Insight Marketing LLP software expense,3090.14,0,DL,KA,false,true,software
2025-03-01,PINV-03-00803 Insight Marketing LLP purchase expense,88091.05,5,TS,KA,true,true,purchase
2024-11-02,PINV-11-00804 FirstFleet Logistics purchase expense,52039.79,18,KA,KA,true,true,purchase
2024-04-03,PINV-04-00805 Apex Packaging Works rent expense,42141.38,18,DL,KA,true,false,rent
2024-05-22,PINV-05-00806 Pioneer Chemicals purchase expense,40729.5,0,GJ,KA,false,true,purchase
2024-05-27,PINV-05-00807 Delta Office Systems software expense,17369.72,18,GJ,KA,true,true,software
2024-06-15,PINV-06-00808 FirstFleet Logistics purchase expense,2418.91,5,DL,KA,true,true,purchase
2024-06-19,PINV-06-00809 QuickFix Maintenance purchase expense,59861.91,18,KA,KA,true,true,purchase
2024-08-18,PINV-08-00810 Crystal Print House purchase expense,27914.6,18,KA,KA,true,true,purchase
