date,description,debit,credit,gst_rate,vendor_state,business_state,eligible_itc,category
2024-10-25,UPI DR SmartCloud Software purchase payment 00578,50280.52,,0,DL,KA,true,purchase
2025-01-20,UPI DR Eco Power Utilities loan payment 00936,42884.38,,0,DL,KA,false,loan
2024-08-01,UPI DR Pioneer Chemicals purchase payment 00568,35617.82,,18,KA,KA,true,purchase
2024-11-27,UPI DR QuickFix Maintenance rent payment 00045,60896.58,,18,KA,KA,false,rent
2024-06-06,SELF TRANSFER TO CASH MANAGEMENT 0086,16116.98,,0,KA,KA,false,transfer
2025-02-10,UPI DR Nexa Facility Services food payment 00921,81752.69,,18,MH,KA,false,food
2024-06-06,UPI DR Nexa Facility Services purchase payment 00908,15205.31,,0,TN,KA,true,purchase
2024-04-17,NEFT CR Sunrise Superstore invoice receipt 01266,,38323.42,18,TS,KA,false,sales
2024-06-07,NEFT CR Growthline Agencies invoice receipt 00214,,15750.33,0,DL,KA,false,sales
2024-11-13,UPI DR Pioneer Chemicals food payment 00996,45401.35,,18,TS,KA,false,food
2024-10-17,NEFT CR Fresh Basket Mart invoice receipt 01231,,100502.99,18,TS,KA,false,sales
2024-04-17,UPI DR TruEdge Consulting utilities payment 00491,69730.45,,18,MH,KA,true,utilities
2024-06-01,NEFT CR Evergreen Stores invoice receipt 00035,,53073.63,18,KA,KA,false,sales
2025-03-14,NEFT CR Trinity Healthcare invoice receipt 00982,,48982.78,0,TS,KA,false,sales
2024-05-02,NEFT CR QuickShop Chain invoice receipt 00046,,95832.51,0,TN,KA,false,sales
2024-05-04,SAVINGS INTEREST CREDIT 0053,,1785.17,0,KA,KA,false,interest
2024-09-16,NEFT CR Nova Wellness invoice receipt 01358,,69389.31,18,TS,KA,false,sales
2024-09-29,NEFT CR DigiServe Solutions invoice receipt 00706,,138345.69,0,KA,KA,false,sales
2024-10-09,NEFT CR Bluecart Traders invoice receipt 00158,,131931.82,18,GJ,KA,false,sales
2024-05-12,UPI DR Eco Power Utilities purchase payment 00798,77386.17,,18,TN,KA,true,purchase
2025-03-26,UPI DR Himalaya Foods Supply purchase payment 00054,71795.51,,18,TN,KA,true,purchase
2025-01-24,UPI DR Bharat Transport Co travel payment 01183,73579.37,,18,TS,KA,true,travel
2024-07-12,UPI DR Apex Packaging Works software payment 00008,12655.32,,0,TS,KA,true,software
2024-08-16,NEFT CR QuickShop Chain invoice receipt 00376,,145440.83,0,MH,KA,false,sales
2024-04-05,NEFT CR Riverfront Wholesale invoice receipt 00462,,37190.09,18,KA,KA,false,sales
2024-11-16,NEFT CR Kite Logistics invoice receipt 00678,,29236.29,18,TS,KA,false,sales
2024-07-18,SAVINGS INTEREST CREDIT 0076,,365.66,0,KA,KA,false,interest
2024-06-12,NEFT CR Indus Office Supplies invoice receipt 00829,,71904.0,18,MH,KA,false,sales
2025-02-08,UPI DR FirstFleet Logistics purchase payment 00057,85348.36,,0,MH,KA,true,purchase
2025-01-08,NEFT CR Jupiter Foods invoice receipt 01240,,64638.38,0,TS,KA,false,sales
2025-03-06,NEFT CR Bluecart Traders invoice receipt 00282,,135319.69,18,TN,KA,false,sales
2024-07-19,NEFT CR Sunrise Superstore invoice receipt 00090,,8588.37,18,GJ,KA,false,sales
2025-01-12,NEFT CR Indus Office Supplies invoice receipt 00802,,101456.88,18,TN,KA,false,sales
2024-09-06,SELF TRANSFER TO CASH MANAGEMENT 0244,24869.81,,0,KA,KA,false,transfer
2024-06-09,UPI DR Bharat Transport Co loan payment 01108,89587.13,,0,DL,KA,false,loan
2025-02-26,UPI DR QuickFix Maintenance office expense payment 00424,43317.4,,18,MH,KA,true,office_expense
2025-01-17,UPI DR Nexa Facility Services office expense payment 00975,44997.09,,18,MH,KA,true,office_expense
2025-03-29,NEFT CR Bluecart Traders invoice receipt 00246,,81244.71,18,TN,KA,false,sales
2024-06-07,UPI DR LightSpeed Internet loan payment 00440,82402.76,,0,DL,KA,false,loan
2025-03-27,NEFT CR Nova Wellness invoice receipt 00047,,113464.64,0,MH,KA,false,sales
2024-05-05,UPI DR QuickFix Maintenance purchase payment 00317,66776.24,,18,KA,KA,true,purchase
2024-12-21,UPI DR Delta Office Systems travel payment 00388,16049.4,,18,TN,KA,true,travel
2024-10-02,NEFT CR Evergreen Stores invoice receipt 00799,,28950.82,0,DL,KA,false,sales
2024-11-01,NEFT CR Indus Office Supplies invoice receipt 00773,,142802.31,18,TN,KA,false,sales
2024-09-05,UPI DR TruEdge Consulting office expense payment 00972,79223.5,,0,KA,KA,true,office_expense
2025-03-11,UPI DR Omkar Repairs marketing payment 00129,4279.84,,0,GJ,KA,true,marketing
2025-03-28,UPI DR Himalaya Foods Supply travel payment 00837,12737.32,,0,GJ,KA,true,travel
2024-11-29,UPI DR Mohan Industrial Gases rent payment 00665,89303.42,,18,DL,KA,false,rent
2024-04-03,NEFT CR Acme Retail Pvt Ltd invoice receipt 00397,,45954.31,18,TS,KA,false,sales
2025-01-15,NEFT CR Metro Hypermart invoice receipt 00818,,41887.87,18,KA,KA,false,sales
2024-11-18,NEFT CR Trinity Healthcare invoice receipt 01128,,75344.21,0,GJ,KA,false,sales
2024-12-16,SAVINGS INTEREST CREDIT 0018,,887.97,0,KA,KA,false,interest
2024-05-03,NEFT CR DigiServe Solutions invoice receipt 00477,,100209.37,18,MH,KA,false,sales
2024-09-08,UPI DR SmartCloud Software travel payment 00012,59661.38,,0,KA,KA,true,travel
2024-04-16,NEFT CR Riverfront Wholesale invoice receipt 00037,,145430.09,0,TN,KA,false,sales
2024-04-21,NEFT CR Indus Office Supplies invoice receipt 00690,,29554.91,0,DL,KA,false,sales
2025-01-15,UPI DR Royal Insurance Brokers marketing payment 01060,9369.61,,18,KA,KA,true,marketing
2024-08-04,NEFT CR Sunrise Superstore invoice receipt 00604,,98700.33,18,TN,KA,false,sales
2024-10-30,UPI DR Bharat Transport Co food payment 00079,75253.96,,18,KA,KA,false,food
2024-09-09,NEFT CR Kite Logistics invoice receipt 00616,,5436.19,18,DL,KA,false,sales
2025-02-28,NEFT CR Trinity Healthcare invoice receipt 01350,,47646.62,18,KA,KA,false,sales
2024-10-02,NEFT CR QuickShop Chain invoice receipt 01287,,94140.58,18,KA,KA,false,sales
2024-11-24,NEFT CR Trinity Healthcare invoice receipt 00086,,101301.43,18,KA,KA,false,sales
2025-03-08,SELF TRANSFER TO CASH MANAGEMENT 0031,9243.13,,0,KA,KA,false,transfer
2024-07-04,UPI DR Omkar Repairs software payment 00907,88563.78,,0,MH,KA,true,software
2024-08-26,NEFT CR Kite Logistics invoice receipt 00514,,121125.71,18,TN,KA,false,sales
2024-11-05,NEFT CR Metro Hypermart invoice receipt 00676,,136763.39,18,GJ,KA,false,sales
2025-03-06,UPI DR QuickFix Maintenance purchase payment 00276,67980.86,,18,DL,KA,true,purchase
2024-10-10,UPI DR Bharat Transport Co software payment 00797,19517.05,,0,TN,KA,true,software
2024-09-05,UPI DR Crystal Print House travel payment 00984,60964.25,,0,TN,KA,true,travel
2024-12-29,NEFT CR Jupiter Foods invoice receipt 01181,,29405.88,18,DL,KA,false,sales
2024-07-02,UPI DR Kuber Warehousing travel payment 00349,45777.83,,18,MH,KA,true,travel
2024-07-17,NEFT CR Growthline Agencies invoice receipt 00268,,20276.16,18,MH,KA,false,sales
2024-12-11,NEFT CR Fresh Basket Mart invoice receipt 01132,,67954.3,18,GJ,KA,false,sales
2024-07-15,UPI DR Apex Packaging Works rent payment 00755,56554.15,,18,TN,KA,false,rent
2024-10-03,NEFT CR Bluecart Traders invoice receipt 00864,,73017.5,18,MH,KA,false,sales
2025-03-15,UPI DR QuickFix Maintenance purchase payment 00823,86227.97,,18,KA,KA,true,purchase
2024-10-14,SELF TRANSFER TO CASH MANAGEMENT 0238,24920.03,,0,KA,KA,false,transfer
2025-03-09,SELF TRANSFER TO CASH MANAGEMENT 0093,24720.71,,0,KA,KA,false,transfer
2024-07-05,SELF TRANSFER TO CASH MANAGEMENT 0156,14605.04,,0,KA,KA,false,transfer
2025-02-22,UPI DR Global Tech Tools tax payment payment 00046,91374.65,,0,TS,KA,true,tax_payment
2024-08-19,NEFT CR Indus Office Supplies invoice receipt 00328,,132905.09,18,TN,KA,false,sales
2024-12-14,NEFT CR Horizon Pharma invoice receipt 01388,,148078.27,18,TN,KA,false,sales
2024-04-21,NEFT CR Acme Retail Pvt Ltd invoice receipt 01029,,9408.9,18,KA,KA,false,sales
2025-01-29,UPI DR Kuber Warehousing purchase payment 00864,89608.7,,0,MH,KA,true,purchase
2025-01-01,NEFT CR Trinity Healthcare invoice receipt 01274,,110542.77,18,TS,KA,false,sales
2024-07-16,SELF TRANSFER TO CASH MANAGEMENT 0146,3463.77,,0,KA,KA,false,transfer
2024-06-16,UPI DR FirstFleet Logistics purchase payment 00561,90814.78,,18,TN,KA,true,purchase
2024-07-17,NEFT CR CityMed Distributors invoice receipt 00875,,122490.38,0,GJ,KA,false,sales
2024-05-09,UPI DR FirstFleet Logistics food payment 01021,62474.33,,0,GJ,KA,false,food
2024-07-20,NEFT CR Sunrise Superstore invoice receipt 00041,,98048.32,18,KA,KA,false,sales
2025-03-25,NEFT CR Trinity Healthcare invoice receipt 00182,,149477.1,0,KA,KA,false,sales
2025-02-05,NEFT CR Orbit Fashion House invoice receipt 00091,,137314.68,18,GJ,KA,false,sales
2025-02-04,NEFT CR Lotus Enterprises invoice receipt 00838,,107554.4,18,TN,KA,false,sales
2024-08-16,NEFT CR Bluecart Traders invoice receipt 01247,,67335.53,18,DL,KA,false,sales
2024-09-17,SAVINGS INTEREST CREDIT 0098,,1039.93,0,KA,KA,false,interest
2024-05-03,UPI DR FirstFleet Logistics office expense payment 00281,82249.57,,18,MH,KA,true,office_expense
2024-07-18,NEFT CR Riverfront Wholesale invoice receipt 00010,,36509.09,18,DL,KA,false,sales
2024-08-18,UPI DR QuickFix Maintenance marketing payment 00106,63046.5,,18,KA,KA,true,marketing
2024-04-13,NEFT CR Orbit Fashion House invoice receipt 00826,,26102.52,18,DL,KA,false,sales
2024-12-02,UPI DR Pioneer Chemicals purchase payment 01249,38786.64,,18,TS,KA,true,purchase
2024-09-13,NEFT CR Sunrise Superstore invoice receipt 00874,,63788.43,18,MH,KA,false,sales
2024-12-06,UPI DR SmartCloud Software travel payment 00268,38576.87,,18,GJ,KA,true,travel
2025-01-15,UPI DR Mohan Industrial Gases rent payment 00148,2853.42,,18,GJ,KA,true,rent
2024-11-01,SAVINGS INTEREST CREDIT 0012,,409.65,0,KA,KA,false,interest
2024-11-23,UPI DR Mohan Industrial Gases rent payment 01141,16868.2,,18,GJ,KA,false,rent
2025-01-25,UPI DR Kuber Warehousing office expense payment 00217,80609.54,,18,GJ,KA,true,office_expense
2024-11-13,SELF TRANSFER TO CASH MANAGEMENT 0062,27491.16,,0,KA,KA,false,transfer
2025-03-18,UPI DR Kuber Warehousing purchase payment 00452,61948.54,,0,TS,KA,true,purchase
2024-12-09,NEFT CR CityMed Distributors invoice receipt 00161,,74004.99,18,TS,KA,false,sales
2024-07-17,NEFT CR Metro Hypermart invoice receipt 01349,,65313.12,18,TN,KA,false,sales
2024-06-23,UPI DR Delta Office Systems purchase payment 00474,42485.83,,18,MH,KA,true,purchase
2024-09-04,NEFT CR Nova Wellness invoice receipt 00819,,44499.82,18,TN,KA,false,sales
2024-10-09,NEFT CR Bluecart Traders invoice receipt 00605,,49491.08,0,TS,KA,false,sales
2024-09-14,NEFT CR Acme Retail Pvt Ltd invoice receipt 00416,,78031.89,18,DL,KA,false,sales
2024-07-20,UPI DR Bharat Transport Co travel payment 00599,2320.1,,18,TS,KA,true,travel
2024-10-20,SAVINGS INTEREST CREDIT 0047,,1170.34,0,KA,KA,false,interest
2024-09-01,SAVINGS INTEREST CREDIT 0077,,780.27,0,KA,KA,false,interest
2024-08-06,SAVINGS INTEREST CREDIT 0228,,619.22,0,KA,KA,false,interest
2024-05-08,NEFT CR Kite Logistics invoice receipt 01101,,44847.7,18,TN,KA,false,sales
2025-02-06,NEFT CR Orbit Fashion House invoice receipt 00998,,6593.19,18,KA,KA,false,sales
2024-06-05,UPI DR Eco Power Utilities purchase payment 01228,57459.14,,18,TN,KA,true,purchase
2024-09-26,NEFT CR Indus Office Supplies invoice receipt 00340,,84432.95,0,TN,KA,false,sales
2025-02-21,SAVINGS INTEREST CREDIT 0242,,434.21,0,KA,KA,false,interest
2024-12-11,NEFT CR Indus Office Supplies invoice receipt 00585,,77910.03,0,DL,KA,false,sales
2024-07-18,UPI DR Jai Stationers purchase payment 00889,75697.25,,18,TS,KA,true,purchase
2024-06-01,NEFT CR CityMed Distributors invoice receipt 00027,,47202.42,18,DL,KA,false,sales
2024-12-04,NEFT CR Jupiter Foods invoice receipt 00033,,85256.48,0,TS,KA,false,sales
2024-11-05,SELF TRANSFER TO CASH MANAGEMENT 0240,22055.12,,0,KA,KA,false,transfer
2024-11-25,UPI DR Mohan Industrial Gases office expense payment 00759,80621.94,,0,GJ,KA,true,office_expense
2024-12-28,UPI DR Jai Stationers purchase payment 00469,31233.96,,18,GJ,KA,true,purchase
2024-12-14,UPI DR Omkar Repairs purchase payment 00415,47694.3,,18,GJ,KA,true,purchase
2024-04-10,NEFT CR Growthline Agencies invoice receipt 01340,,113602.39,18,GJ,KA,false,sales
2025-01-22,SELF TRANSFER TO CASH MANAGEMENT 0048,19394.65,,0,KA,KA,false,transfer
2024-09-06,UPI DR Eco Power Utilities purchase payment 00567,24597.81,,18,GJ,KA,true,purchase
2024-07-19,UPI DR FirstFleet Logistics purchase payment 01080,36153.47,,18,GJ,KA,true,purchase
2024-08-06,UPI DR Royal Insurance Brokers office expense payment 00484,80470.32,,18,DL,KA,true,office_expense
2024-04-11,SELF TRANSFER TO CASH MANAGEMENT 0175,23705.83,,0,KA,KA,false,transfer
2024-10-19,UPI DR Omkar Repairs tax payment payment 01247,88436.99,,0,TN,KA,true,tax_payment
2024-09-08,NEFT CR Trinity Healthcare invoice receipt 00804,,86918.69,18,DL,KA,false,sales
2024-10-19,NEFT CR Sunrise Superstore invoice receipt 00907,,29229.83,18,TS,KA,false,sales
2024-09-01,NEFT CR Orbit Fashion House invoice receipt 00627,,57306.4,18,KA,KA,false,sales
2024-06-20,NEFT CR Indus Office Supplies invoice receipt 01235,,97213.74,18,TN,KA,false,sales
2024-08-10,NEFT CR Horizon Pharma invoice receipt 00959,,11174.63,18,TS,KA,false,sales
2024-07-04,UPI DR QuickFix Maintenance marketing payment 00640,7140.65,,18,MH,KA,true,marketing
2024-08-07,UPI DR SmartCloud Software purchase payment 00194,7103.58,,0,TN,KA,true,purchase
2024-07-04,NEFT CR Acme Retail Pvt Ltd invoice receipt 00457,,100856.35,0,GJ,KA,false,sales
2024-04-02,NEFT CR Prime Hardware invoice receipt 00696,,73484.45,18,GJ,KA,false,sales
2024-11-21,NEFT CR Evergreen Stores invoice receipt 00898,,146815.55,18,KA,KA,false,sales
2025-02-04,UPI DR Omkar Repairs purchase payment 00827,12415.92,,18,GJ,KA,true,purchase
2025-02-25,SAVINGS INTEREST CREDIT 0168,,864.69,0,KA,KA,false,interest
2024-06-18,SELF TRANSFER TO CASH MANAGEMENT 0195,9829.96,,0,KA,KA,false,transfer
2024-11-13,UPI DR Global Tech Tools purchase payment 01069,82264.1,,18,MH,KA,true,purchase
2024-09-17,NEFT CR Indus Office Supplies invoice receipt 01271,,32700.23,0,TS,KA,false,sales
2024-11-15,NEFT CR Acme Retail Pvt Ltd invoice receipt 00076,,42263.38,18,MH,KA,false,sales
2025-01-11,NEFT CR Metro Hypermart invoice receipt 01323,,88220.88,18,GJ,KA,false,sales
2024-12-18,NEFT CR Evergreen Stores invoice receipt 01320,,57859.34,18,KA,KA,false,sales
2024-04-08,SELF TRANSFER TO CASH MANAGEMENT 0226,10900.79,,0,KA,KA,false,transfer
2024-06-04,NEFT CR Jupiter Foods invoice receipt 00774,,47190.99,0,TN,KA,false,sales
2024-05-21,UPI DR LightSpeed Internet office expense payment 00918,69996.91,,18,MH,KA,true,office_expense
2025-01-22,SAVINGS INTEREST CREDIT 0021,,1061.07,0,KA,KA,false,interest
2025-02-21,UPI DR Delta Office Systems loan payment 00902,17990.38,,0,MH,KA,false,loan
2024-06-20,NEFT CR Acme Retail Pvt Ltd invoice receipt 01385,,114477.71,18,TN,KA,false,sales
2025-03-20,UPI DR Nexa Facility Services utilities payment 01158,9820.55,,0,TS,KA,true,utilities
2024-11-17,NEFT CR QuickShop Chain invoice receipt 00460,,17602.93,0,TN,KA,false,sales
2024-06-19,UPI DR Nexa Facility Services marketing payment 00336,16839.3,,18,KA,KA,true,marketing
2024-08-09,UPI DR Insight Marketing LLP rent payment 00623,34650.82,,18,KA,KA,false,rent
2025-02-18,SAVINGS INTEREST CREDIT 0197,,1366.75,0,KA,KA,false,interest
2025-01-13,UPI DR Pioneer Chemicals rent payment 00879,53908.08,,18,TS,KA,false,rent
2024-04-30,NEFT CR Evergreen Stores invoice receipt 00523,,69840.11,18,KA,KA,false,sales
2024-04-13,SELF TRANSFER TO CASH MANAGEMENT 0188,20555.06,,0,KA,KA,false,transfer
2024-07-19,NEFT CR Evergreen Stores invoice receipt 00623,,115111.14,0,GJ,KA,false,sales
2024-07-05,SAVINGS INTEREST CREDIT 0176,,715.61,0,KA,KA,false,interest
2024-06-12,UPI DR Global Tech Tools purchase payment 00681,63903.7,,18,KA,KA,true,purchase
2024-06-02,UPI DR Crystal Print House rent payment 00522,38792.46,,18,TN,KA,true,rent
2025-03-04,NEFT CR Evergreen Stores invoice receipt 00841,,67598.99,18,MH,KA,false,sales
2025-01-31,NEFT CR QuickShop Chain invoice receipt 00903,,149756.33,0,DL,KA,false,sales
2024-08-18,NEFT CR Prime Hardware invoice receipt 01140,,120889.89,0,TN,KA,false,sales
2024-12-07,SAVINGS INTEREST CREDIT 0044,,1651.14,0,KA,KA,false,interest
2024-11-16,UPI DR Mohan Industrial Gases rent payment 01268,8710.37,,0,MH,KA,true,rent
2025-02-28,SELF TRANSFER TO CASH MANAGEMENT 0203,14211.81,,0,KA,KA,false,transfer
2024-10-08,NEFT CR Indus Office Supplies invoice receipt 00361,,106754.73,18,GJ,KA,false,sales
2024-07-11,NEFT CR Trinity Healthcare invoice receipt 00088,,66015.44,18,GJ,KA,false,sales
2024-11-12,SELF TRANSFER TO CASH MANAGEMENT 0025,9495.41,,0,KA,KA,false,transfer
2024-11-17,NEFT CR Orbit Fashion House invoice receipt 00130,,16313.92,18,GJ,KA,false,sales
2025-03-20,SELF TRANSFER TO CASH MANAGEMENT 0219,23738.08,,0,KA,KA,false,transfer
2024-09-17,UPI DR LightSpeed Internet loan payment 01294,35436.47,,0,TS,KA,false,loan
2024-06-06,NEFT CR Trinity Healthcare invoice receipt 00390,,142294.41,18,TN,KA,false,sales
2024-10-24,NEFT CR Fresh Basket Mart invoice receipt 00722,,146176.39,18,TN,KA,false,sales
2024-10-28,NEFT CR Acme Retail Pvt Ltd invoice receipt 00563,,114732.78,0,TS,KA,false,sales
2024-12-15,UPI DR Jai Stationers purchase payment 01041,73322.02,,18,TN,KA,true,purchase
2025-02-15,NEFT CR Nova Wellness invoice receipt 01199,,38624.8,18,DL,KA,false,sales
2025-02-04,UPI DR Global Tech Tools purchase payment 00793,73492.92,,18,TS,KA,true,purchase
2024-05-31,NEFT CR Lotus Enterprises invoice receipt 00394,,43451.24,0,KA,KA,false,sales
2025-01-14,UPI DR Nexa Facility Services purchase payment 00341,7962.52,,18,GJ,KA,true,purchase
2024-08-29,NEFT CR Growthline Agencies invoice receipt 00445,,14680.28,18,DL,KA,false,sales
2024-10-02,UPI DR LightSpeed Internet purchase payment 00439,1637.8,,0,DL,KA,true,purchase
2024-09-28,SELF TRANSFER TO CASH MANAGEMENT 0248,9529.84,,0,KA,KA,false,transfer
2024-06-03,NEFT CR Jupiter Foods invoice receipt 01280,,47939.32,18,TN,KA,false,sales
2024-05-29,UPI DR Kuber Warehousing travel payment 00846,28523.3,,0,MH,KA,true,travel
2024-06-18,NEFT CR Evergreen Stores invoice receipt 00513,,18984.04,18,TN,KA,false,sales
2024-11-18,UPI DR Global Tech Tools utilities payment 00524,81537.44,,0,GJ,KA,true,utilities
2025-01-03,UPI DR QuickFix Maintenance marketing payment 00256,17411.79,,0,TS,KA,true,marketing
2024-12-20,NEFT CR Lotus Enterprises invoice receipt 01039,,18909.12,0,TN,KA,false,sales
2024-07-01,NEFT CR Growthline Agencies invoice receipt 01108,,27656.49,18,TS,KA,false,sales
2024-06-22,NEFT CR Jupiter Foods invoice receipt 00785,,71666.06,18,GJ,KA,false,sales
2024-05-30,NEFT CR DigiServe Solutions invoice receipt 00650,,98610.25,18,GJ,KA,false,sales
2024-06-24,NEFT CR Kite Logistics invoice receipt 01204,,3327.14,0,MH,KA,false,sales
2024-10-24,UPI DR Bharat Transport Co rent payment 01062,47460.19,,18,TS,KA,true,rent
2024-08-07,UPI DR Pioneer Chemicals software payment 00049,76671.77,,0,MH,KA,true,software
2024-09-07,SAVINGS INTEREST CREDIT 0173,,855.76,0,KA,KA,false,interest
2024-12-07,UPI DR LightSpeed Internet office expense payment 00450,47420.02,,0,TS,KA,true,office_expense
2024-12-21,UPI DR Mohan Industrial Gases purchase payment 01031,66176.36,,18,DL,KA,true,purchase
2025-01-28,NEFT CR Metro Hypermart invoice receipt 01198,,19792.09,18,GJ,KA,false,sales
2025-03-04,UPI DR Kuber Warehousing purchase payment 01208,8268.78,,18,KA,KA,true,purchase
2024-06-17,UPI DR FirstFleet Logistics marketing payment 00077,33957.96,,0,KA,KA,true,marketing
2025-01-13,SAVINGS INTEREST CREDIT 0004,,1144.14,0,KA,KA,false,interest
2025-03-30,NEFT CR Acme Retail Pvt Ltd invoice receipt 00845,,115667.5,18,KA,KA,false,sales
2024-09-13,UPI DR QuickFix Maintenance purchase payment 00229,23916.7,,0,KA,KA,true,purchase
2024-12-05,UPI DR Himalaya Foods Supply software payment 00344,35167.8,,18,TS,KA,true,software
2025-01-25,NEFT CR Evergreen Stores invoice receipt 00620,,19865.62,0,KA,KA,false,sales
2024-06-12,UPI DR Nexa Facility Services purchase payment 01252,65311.89,,18,TN,KA,true,purchase
2024-09-28,SELF TRANSFER TO CASH MANAGEMENT 0045,10785.08,,0,KA,KA,false,transfer
2025-01-27,NEFT CR QuickShop Chain invoice receipt 00369,,144912.71,0,KA,KA,false,sales
2024-11-29,UPI DR Eco Power Utilities loan payment 00340,3288.82,,0,TS,KA,false,loan
2024-12-07,UPI DR Jai Stationers travel payment 00128,31795.86,,0,MH,KA,true,travel
2024-11-07,NEFT CR Lotus Enterprises invoice receipt 00040,,136852.99,0,GJ,KA,false,sales
2024-10-24,SAVINGS INTEREST CREDIT 0008,,1397.19,0,KA,KA,false,interest
2024-06-15,UPI DR Crystal Print House travel payment 00084,6073.16,,18,TS,KA,true,travel
2024-06-30,NEFT CR Indus Office Supplies invoice receipt 00347,,126249.36,18,KA,KA,false,sales
2024-07-17,NEFT CR Riverfront Wholesale invoice receipt 00078,,44296.82,18,KA,KA,false,sales
2024-11-10,UPI DR Royal Insurance Brokers purchase payment 01140,12512.38,,18,DL,KA,true,purchase
2024-09-03,UPI DR Himalaya Foods Supply rent payment 00222,54476.07,,18,KA,KA,false,rent
2024-07-02,NEFT CR Lotus Enterprises invoice receipt 01328,,122614.43,0,TN,KA,false,sales
2024-09-19,UPI DR Himalaya Foods Supply purchase payment 00199,14095.14,,0,DL,KA,true,purchase
2024-12-09,NEFT CR Horizon Pharma invoice receipt 00551,,145277.24,0,MH,KA,false,sales
2025-02-08,NEFT CR Metro Hypermart invoice receipt 00698,,32079.51,18,TN,KA,false,sales
2024-08-23,UPI DR LightSpeed Internet purchase payment 01063,67964.96,,0,KA,KA,true,purchase
2025-01-03,UPI DR Nexa Facility Services purchase payment 01116,53968.28,,18,KA,KA,true,purchase
2024-09-21,NEFT CR Sunrise Superstore invoice receipt 00884,,113699.36,18,KA,KA,false,sales
2025-01-20,SAVINGS INTEREST CREDIT 0218,,1032.99,0,KA,KA,false,interest
2024-12-11,NEFT CR DigiServe Solutions invoice receipt 00910,,23724.55,18,TN,KA,false,sales
2024-08-16,SELF TRANSFER TO CASH MANAGEMENT 0205,22527.54,,0,KA,KA,false,transfer
2024-07-09,UPI DR Apex Packaging Works loan payment 00321,15058.24,,0,TS,KA,false,loan
2025-03-03,SELF TRANSFER TO CASH MANAGEMENT 0181,19609.63,,0,KA,KA,false,transfer
2024-06-27,NEFT CR Trinity Healthcare invoice receipt 00955,,124549.8,18,TS,KA,false,sales
2024-05-15,NEFT CR Lotus Enterprises invoice receipt 00346,,3192.27,0,MH,KA,false,sales
2025-03-16,UPI DR Himalaya Foods Supply loan payment 00013,13942.98,,0,TS,KA,false,loan
2025-03-14,SAVINGS INTEREST CREDIT 0192,,875.83,0,KA,KA,false,interest
2025-03-30,NEFT CR Horizon Pharma invoice receipt 00290,,119024.84,18,GJ,KA,false,sales
2024-10-27,NEFT CR Growthline Agencies invoice receipt 01325,,15535.37,18,MH,KA,false,sales
2024-09-13,NEFT CR Bluecart Traders invoice receipt 00890,,103250.91,18,TN,KA,false,sales
2024-09-08,UPI DR Jai Stationers purchase payment 00591,81465.52,,0,KA,KA,true,purchase
2024-06-20,UPI DR Mohan Industrial Gases rent payment 00070,15141.84,,18,MH,KA,false,rent
2024-12-07,SAVINGS INTEREST CREDIT 0054,,1295.73,0,KA,KA,false,interest
2024-05-23,UPI DR Himalaya Foods Supply marketing payment 00417,22449.3,,18,DL,KA,true,marketing
2024-08-08,UPI DR Omkar Repairs purchase payment 00427,40118.39,,18,DL,KA,true,purchase
2024-06-14,UPI DR Omkar Repairs purchase payment 00047,11171.58,,18,TS,KA,true,purchase
2024-04-18,NEFT CR Sunrise Superstore invoice receipt 01376,,128069.85,18,GJ,KA,false,sales
2024-12-24,UPI DR Royal Insurance Brokers rent payment 00126,18529.01,,18,TN,KA,false,rent
2024-12-01,SAVINGS INTEREST CREDIT 0037,,538.62,0,KA,KA,false,interest
2024-05-01,UPI DR LightSpeed Internet office expense payment 00691,37045.5,,18,TN,KA,true,office_expense
2024-12-20,UPI DR Royal Insurance Brokers tax payment payment 00206,58075.99,,0,TS,KA,false,tax_payment
2025-01-12,NEFT CR Orbit Fashion House invoice receipt 00458,,79257.72,0,KA,KA,false,sales
2024-10-29,UPI DR QuickFix Maintenance purchase payment 01040,62044.48,,0,TS,KA,true,purchase
2025-03-14,NEFT CR Riverfront Wholesale invoice receipt 00099,,65998.64,18,GJ,KA,false,sales
2024-04-08,NEFT CR Trinity Healthcare invoice receipt 01228,,64614.14,18,TS,KA,false,sales
2024-06-01,UPI DR Jai Stationers travel payment 00435,80385.62,,0,KA,KA,true,travel
2024-06-15,NEFT CR DigiServe Solutions invoice receipt 00545,,118584.59,18,TS,KA,false,sales
2024-08-14,UPI DR Crystal Print House office expense payment 01132,29831.61,,18,TN,KA,true,office_expense
2024-12-06,UPI DR LightSpeed Internet purchase payment 01082,92083.16,,18,TS,KA,true,purchase
2025-02-16,NEFT CR Kite Logistics invoice receipt 00812,,131756.59,18,GJ,KA,false,sales
2025-02-15,UPI DR Pioneer Chemicals purchase payment 00403,83144.02,,18,TS,KA,true,purchase
2024-10-18,NEFT CR Indus Office Supplies invoice receipt 01022,,45644.91,18,MH,KA,false,sales
2024-05-01,UPI DR LightSpeed Internet office expense payment 00979,52264.38,,18,GJ,KA,true,office_expense
2025-01-10,NEFT CR Acme Retail Pvt Ltd invoice receipt 01153,,39982.64,0,MH,KA,false,sales
2024-05-01,SAVINGS INTEREST CREDIT 0067,,1534.55,0,KA,KA,false,interest
2024-12-09,NEFT CR Prime Hardware invoice receipt 00817,,73916.28,18,DL,KA,false,sales
