date,description,amount,gst_rate,vendor_state,business_state,amount_inclusive_gst,category
2024-06-29,SINV-06-01183 QuickShop Chain project billing,40052.32,18,DL,KA,false,sales
2025-03-25,SINV-03-01184 Sunrise Superstore bulk order,82675.43,18,DL,KA,true,sales
2024-10-17,SINV-10-01185 Fresh Basket Mart project billing,93308.9,12,TN,KA,false,sales
2024-12-01,SINV-12-01186 Sunrise Superstore bulk order,3846.61,5,MH,KA,true,sales
2024-10-11,SINV-10-01187 Sunrise Superstore bulk order,8975.92,18,TS,KA,false,sales
2025-02-06,SINV-02-01188 Nova Wellness project billing,24930.3,18,DL,KA,false,sales
2024-08-20,SINV-08-01189 Nova Wellness monthly supply,90512.18,18,DL,KA,false,sales
2024-10-26,SINV-10-01190 Kite Logistics monthly supply,94692.51,18,MH,KA,true,sales
2025-01-20,SINV-01-01191 Bluecart Traders monthly supply,37516.73,5,TN,KA,false,sales
2025-03-13,SINV-03-01192 QuickShop Chain project billing,22670.72,18,TS,KA,true,sales
2024-06-03,SINV-06-01193 Metro Hypermart project billing,25797.54,0,TS,KA,false,professional_receipts
2024-09-24,SINV-09-01194 Horizon Pharma project billing,83493.83,18,TS,KA,false,sales
2025-02-06,SINV-02-01195 Bluecart Traders project billing,142389.78,18,MH,KA,true,sales
2024-06-29,SINV-06-01196 CityMed Distributors distribution lot,21091.34,12,MH,KA,true,professional_receipts
2024-10-09,SINV-10-01197 DigiServe Solutions monthly supply,85685.24,12,DL,KA,false,sales
2024-09-01,SINV-09-01198 Prime Hardware bulk order,28600.58,12,DL,KA,false,sales
2025-02-24,SINV-02-01199 QuickShop Chain distribution lot,8071.28,18,KA,KA,true,sales
2024-09-30,SINV-09-01200 Acme Retail Pvt Ltd distribution lot,50442.16,18,DL,KA,true,sales
2024-04-05,SINV-04-01201 DigiServe Solutions distribution lot,31505.05,18,KA,KA,true,sales
2024-12-06,SINV-12-01202 Acme Retail Pvt Ltd invoice settlement,87084.48,5,DL,KA,true,sales
2024-11-06,SINV-11-01203 Fresh Basket Mart distribution lot,35511.51,18,MH,KA,false,sales
2024-06-11,SINV-06-01204 Lotus Enterprises monthly supply,3211.75,18,MH,KA,false,sales
2024-08-24,SINV-08-01205 Bluecart Traders distribution lot,56783.3,5,TS,KA,true,sales
2024-08-15,SINV-08-01206 DigiServe Solutions invoice settlement,69890.15,18,TN,KA,false,sales
2024-12-13,SINV-12-01207 Metro Hypermart invoice settlement,119815.63,5,GJ,KA,false,sales
2024-04-07,SINV-04-01208 Horizon Pharma monthly supply,104154.88,0,TN,KA,false,sales
2024-12-02,SINV-12-01209 Jupiter Foods project billing,14134.76,12,MH,KA,true,sales
2024-08-06,SINV-08-01210 Indus Office Supplies distribution lot,108360.43,18,MH,KA,false,sales
2024-11-29,SINV-11-01211 DigiServe Solutions project billing,75562.37,18,TS,KA,true,sales
2025-02-19,SINV-02-01212 Evergreen Stores bulk order,20950.99,12,TN,KA,true,sales
2024-04-10,SINV-04-01213 Trinity Healthcare bulk order,113802.03,5,MH,KA,true,sales
2024-09-20,SINV-09-01214 Nova Wellness invoice settlement,76650.8,18,DL,KA,true,sales
2024-08-22,SINV-08-01215 Lotus Enterprises monthly supply,32753.66,18,KA,KA,false,sales
2025-03-05,SINV-03-01216 Kite Logistics invoice settlement,60327.13,12,TN,KA,false,sales
2024-10-04,SINV-10-01217 Kite Logistics bulk order,16092.93,12,DL,KA,true,sales
2024-10-02,SINV-10-01218 Lotus Enterprises invoice settlement,88077.1,18,MH,KA,true,sales
2025-01-25,SINV-01-01219 Metro Hypermart monthly supply,16306.26,5,GJ,KA,true,sales
2025-03-02,SINV-03-01220 Growthline Agencies project billing,59962.14,5,DL,KA,true,sales
2024-09-02,SINV-09-01221 Prime Hardware distribution lot,27244.89,18,GJ,KA,false,sales
2025-03-31,SINV-03-01222 Indus Office Supplies invoice settlement,95521.01,18,DL,KA,false,sales
2024-11-16,SINV-11-01223 DigiServe Solutions project billing,12737.26,18,KA,KA,true,sales
2024-06-25,SINV-06-01224 Trinity Healthcare monthly supply,135539.21,12,TS,KA,true,sales
2024-07-07,SINV-07-01225 Metro Hypermart project billing,79918.52,18,TN,KA,true,professional_receipts
2025-01-13,SINV-01-01226 Metro Hypermart bulk order,42194.49,18,GJ,KA,true,sales
2025-03-23,SINV-03-01227 Acme Retail Pvt Ltd project billing,117238.01,18,DL,KA,true,sales
2024-09-03,SINV-09-01228 Horizon Pharma project billing,39640.21,12,MH,KA,true,sales
2024-08-28,SINV-08-01229 Bluecart Traders monthly supply,139122.75,18,TS,KA,true,sales
2024-08-06,SINV-08-01230 Growthline Agencies invoice settlement,3152.36,18,DL,KA,true,sales
2024-05-13,SINV-05-01231 Riverfront Wholesale monthly supply,18867.42,12,TS,KA,false,sales
2024-04-06,SINV-04-01232 Lotus Enterprises project billing,135229.21,12,TS,KA,true,sales
2025-01-24,SINV-01-01233 DigiServe Solutions project billing,86794.14,18,GJ,KA,false,sales
2024-07-15,SINV-07-01234 Orbit Fashion House distribution lot,39678.47,12,MH,KA,true,sales
2024-11-15,SINV-11-01235 Horizon Pharma distribution lot,65670.76,18,MH,KA,true,sales
2024-11-22,SINV-11-01236 Fresh Basket Mart bulk order,28406.78,18,TS,KA,true,sales
2024-08-23,SINV-08-01237 Acme Retail Pvt Ltd bulk order,110943.5,12,KA,KA,false,sales
2024-06-13,SINV-06-01238 CityMed Distributors project billing,68723.74,18,MH,KA,true,sales
2024-04-07,SINV-04-01239 Trinity Healthcare bulk order,52015.78,5,MH,KA,true,sales
2024-05-13,SINV-05-01240 Indus Office Supplies monthly supply,83322.32,5,GJ,KA,true,sales
2024-09-21,SINV-09-01241 CityMed Distributors bulk order,68714.37,12,DL,KA,true,sales
2024-09-17,SINV-09-01242 Prime Hardware monthly supply,9811.99,5,KA,KA,true,sales
2024-04-23,SINV-04-01243 DigiServe Solutions monthly supply,15064.35,18,MH,KA,false,sales
2024-04-13,SINV-04-01244 Horizon Pharma distribution lot,24253.27,18,TS,KA,true,sales
2024-05-28,SINV-05-01245 Prime Hardware invoice settlement,16791.2,5,KA,KA,true,sales
2025-02-10,SINV-02-01246 Kite Logistics project billing,115606.65,5,MH,KA,false,sales
2024-07-01,SINV-07-01247 Nova Wellness invoice settlement,89623.84,18,GJ,KA,true,sales
2024-08-25,SINV-08-01248 Lotus Enterprises invoice settlement,42136.53,18,TS,KA,true,sales
2024-05-10,SINV-05-01249 Acme Retail Pvt Ltd bulk order,122311.05,18,TN,KA,false,sales
2024-11-15,SINV-11-01250 Prime Hardware bulk order,19307.86,18,KA,KA,true,sales
2024-09-13,SINV-09-01251 Evergreen Stores distribution lot,52147.86,5,GJ,KA,true,sales
2025-02-20,SINV-02-01252 Kite Logistics project billing,118143.71,5,TN,KA,false,sales
2025-01-01,SINV-01-01253 Riverfront Wholesale project billing,80459.53,18,GJ,KA,true,professional_receipts
2025-03-22,SINV-03-01254 Horizon Pharma monthly supply,36947.16,18,DL,KA,true,sales
2025-01-11,SINV-01-01255 Prime Hardware bulk order,136066.69,18,DL,KA,true,sales
2024-11-22,SINV-11-01256 Evergreen Stores bulk order,70058.8,18,MH,KA,false,sales
2024-04-29,SINV-04-01257 Evergreen Stores distribution lot,92119.8,5,DL,KA,true,sales
2024-04-28,SINV-04-01258 DigiServe Solutions monthly supply,11536.86,18,MH,KA,false,sales
2024-10-05,SINV-10-01259 Evergreen Stores bulk order,11940.5,0,MH,KA,false,sales
2024-11-27,SINV-11-01260 Evergreen Stores invoice settlement,103927.42,18,TN,KA,true,sales
2025-02-25,SINV-02-01261 Acme Retail Pvt Ltd project billing,21596.2,12,MH,KA,false,sales
2024-04-06,SINV-04-01262 Metro Hypermart invoice settlement,85788.18,18,GJ,KA,false,sales
2024-12-13,SINV-12-01263 Jupiter Foods project billing,64191.54,18,TN,KA,true,sales
2024-06-04,SINV-06-01264 Growthline Agencies project billing,11044.34,18,GJ,KA,true,sales
2024-05-10,SINV-05-01265 Orbit Fashion House monthly supply,97297.78,18,DL,KA,true,sales
2025-02-26,SINV-02-01266 Nova Wellness invoice settlement,16568.06,5,KA,KA,true,sales
2024-08-01,SINV-08-01267 Jupiter Foods bulk order,16319.0,5,GJ,KA,true,professional_receipts
2024-07-13,SINV-07-01268 Bluecart Traders monthly supply,14467.4,12,KA,KA,true,professional_receipts
2024-09-09,SINV-09-01269 CityMed Distributors distribution lot,4175.6,18,GJ,KA,true,sales
2024-07-09,SINV-07-01270 Kite Logistics monthly supply,91396.8,18,DL,KA,false,sales
2024-10-26,SINV-10-01271 QuickShop Chain distribution lot,106488.96,5,TN,KA,true,sales
2025-01-26,SINV-01-01272 Bluecart Traders monthly supply,23590.99,12,TS,KA,true,sales
2024-07-28,SINV-07-01273 Growthline Agencies project billing,82641.97,18,GJ,KA,false,sales
2025-02-06,SINV-02-01274 QuickShop Chain invoice settlement,44323.37,18,GJ,KA,false,sales
2024-11-07,SINV-11-01275 Bluecart Traders project billing,114857.0,18,GJ,KA,true,sales
2024-05-09,SINV-05-01276 Evergreen Stores project billing,146691.17,18,KA,KA,true,professional_receipts
2024-12-12,SINV-12-01277 DigiServe Solutions invoice settlement,27482.68,18,KA,KA,true,professional_receipts
2024-05-07,SINV-05-01278 Fresh Basket Mart distribution lot,58940.79,18,TS,KA,false,sales
2024-06-11,SINV-06-01279 DigiServe Solutions distribution lot,73527.84,18,GJ,KA,true,sales
2025-03-15,SINV-03-01280 Evergreen Stores monthly supply,77028.88,18,TS,KA,true,sales
2024-10-29,SINV-10-01281 QuickShop Chain bulk order,109982.56,18,TS,KA,false,sales
2025-01-13,SINV-01-01282 Acme Retail Pvt Ltd monthly supply,16168.96,5,MH,KA,true,sales
2024-10-16,SINV-10-01283 Orbit Fashion House distribution lot,53388.98,18,KA,KA,true,sales
2024-05-14,SINV-05-01284 Fresh Basket Mart bulk order,114888.89,18,TN,KA,false,sales
2024-09-16,SINV-09-01285 CityMed Distributors distribution lot,139511.33,12,KA,KA,true,sales
2024-08-21,SINV-08-01286 Orbit Fashion House invoice settlement,21578.29,0,GJ,KA,false,sales
2024-04-17,SINV-04-01287 Trinity Healthcare distribution lot,10144.03,18,MH,KA,false,sales
2024-04-28,SINV-04-01288 Growthline Agencies bulk order,140654.84,18,KA,KA,true,sales
2024-06-12,SINV-06-01289 CityMed Distributors distribution lot,12509.37,12,GJ,KA,false,sales
2024-07-19,SINV-07-01290 Indus Office Supplies invoice settlement,9083.43,5,MH,KA,false,sales
2024-07-11,SINV-07-01291 Lotus Enterprises distribution lot,72568.93,18,DL,KA,true,sales
2025-03-21,SINV-03-01292 Sunrise Superstore monthly supply,3716.61,12,TS,KA,false,sales
2025-03-08,SINV-03-01293 Sunrise Superstore invoice settlement,42157.24,18,KA,KA,false,sales
2024-06-17,SINV-06-01294 Orbit Fashion House distribution lot,75144.87,18,DL,KA,true,sales
2024-12-23,SINV-12-01295 Acme Retail Pvt Ltd project billing,118057.16,18,KA,KA,false,sales
2024-04-19,SINV-04-01296 Growthline Agencies project billing,30075.81,18,TN,KA,true,sales
2024-07-20,SINV-07-01297 Lotus Enterprises invoice settlement,29027.02,12,DL,KA,true,sales
2024-04-09,SINV-04-01298 Jupiter Foods distribution lot,64005.44,18,TN,KA,false,sales
2024-10-28,SINV-10-01299 Lotus Enterprises monthly supply,77226.47,12,MH,KA,true,sales
2024-11-21,SINV-11-01300 Nova Wellness invoice settlement,78637.79,12,TS,KA,true,sales
2025-03-19,SINV-03-01301 Nova Wellness monthly supply,88506.35,18,KA,KA,false,sales
2024-05-24,SINV-05-01302 CityMed Distributors project billing,92030.44,18,GJ,KA,true,sales
2024-05-22,SINV-05-01303 Orbit Fashion House bulk order,119438.6,18,MH,KA,true,sales
2024-11-19,SINV-11-01304 Riverfront Wholesale distribution lot,29630.86,12,TN,KA,true,sales
2025-02-25,SINV-02-01305 Metro Hypermart invoice settlement,48393.87,0,DL,KA,false,sales
2024-10-30,SINV-10-01306 Horizon Pharma project billing,113859.73,0,TS,KA,false,professional_receipts
2025-02-02,SINV-02-01307 Kite Logistics distribution lot,119997.17,12,MH,KA,false,sales
2025-02-10,SINV-02-01308 Metro Hypermart distribution lot,118782.49,18,TS,KA,true,sales
2024-06-28,SINV-06-01309 Metro Hypermart project billing,77722.4,18,KA,KA,true,sales
2025-02-18,SINV-02-01310 Sunrise Superstore project billing,124810.09,18,MH,KA,true,sales
2024-09-13,SINV-09-01311 Growthline Agencies bulk order,5922.97,5,KA,KA,true,sales
2025-02-11,SINV-02-01312 Riverfront Wholesale bulk order,14336.57,18,TN,KA,true,sales
2025-02-19,SINV-02-01313 Lotus Enterprises bulk order,86555.73,5,TS,KA,true,sales
2024-10-11,SINV-10-01314 Indus Office Supplies project billing,36183.19,18,KA,KA,false,sales
2024-05-27,SINV-05-01315 Orbit Fashion House bulk order,20684.02,18,KA,KA,true,sales
2024-05-10,SINV-05-01316 Prime Hardware distribution lot,134883.55,18,KA,KA,true,sales
2024-12-06,SINV-12-01317 CityMed Distributors distribution lot,53938.62,12,MH,KA,false,sales
2024-07-02,SINV-07-01318 Jupiter Foods monthly supply,24387.94,0,KA,KA,false,sales
2024-09-23,SINV-09-01319 Lotus Enterprises invoice settlement,91704.42,18,KA,KA,true,sales
2024-07-08,SINV-07-01320 Trinity Healthcare invoice settlement,5322.18,0,KA,KA,false,sales
2024-07-21,SINV-07-01321 Acme Retail Pvt Ltd invoice settlement,29420.74,12,DL,KA,false,sales
2024-12-03,SINV-12-01322 Growthline Agencies distribution lot,53333.39,18,TN,KA,true,sales
2024-12-19,SINV-12-01323 Metro Hypermart invoice settlement,39100.96,18,TN,KA,true,sales
2024-05-23,SINV-05-01324 Sunrise Superstore distribution lot,87884.53,18,TN,KA,true,sales
2024-11-15,SINV-11-01325 Nova Wellness distribution lot,42220.47,18,MH,KA,true,professional_receipts
2025-01-16,SINV-01-01326 Lotus Enterprises monthly supply,89606.23,12,GJ,KA,true,sales
2024-08-08,SINV-08-01327 Sunrise Superstore project billing,76475.56,18,DL,KA,false,sales
2024-10-21,SINV-10-01328 Acme Retail Pvt Ltd bulk order,106687.83,5,KA,KA,true,sales
2024-07-20,SINV-07-01329 Lotus Enterprises monthly supply,109749.4,12,TS,KA,true,sales
2024-09-16,SINV-09-01330 Growthline Agencies distribution lot,99916.83,18,DL,KA,false,sales
2025-02-03,SINV-02-01331 Growthline Agencies monthly supply,17827.11,18,GJ,KA,true,sales
2025-02-25,SINV-02-01332 Nova Wellness monthly supply,55812.68,18,TN,KA,false,sales
2024-12-12,SINV-12-01333 Bluecart Traders invoice settlement,63839.84,18,GJ,KA,true,sales
2024-10-14,SINV-10-01334 Horizon Pharma monthly supply,44152.09,18,TN,KA,true,sales
2024-08-24,SINV-08-01335 Evergreen Stores monthly supply,51844.32,18,DL,KA,false,sales
2025-02-25,SINV-02-01336 Acme Retail Pvt Ltd invoice settlement,14152.18,0,DL,KA,false,sales
2024-09-25,SINV-09-01337 Metro Hypermart distribution lot,97390.15,0,TN,KA,false,professional_receipts
2025-02-23,SINV-02-01338 DigiServe Solutions monthly supply,138495.08,18,MH,KA,true,sales
2024-05-24,SINV-05-01339 Kite Logistics project billing,107640.82,18,KA,KA,true,professional_receipts
2025-03-19,SINV-03-01340 Bluecart Traders monthly supply,110494.32,12,DL,KA,true,sales
2024-09-16,SINV-09-01341 Trinity Healthcare project billing,57814.89,18,TN,KA,true,sales
2024-06-01,SINV-06-01342 Evergreen Stores distribution lot,23105.8,12,TS,KA,true,sales
2024-11-15,SINV-11-01343 DigiServe Solutions invoice settlement,37717.66,18,DL,KA,true,sales
2024-12-04,SINV-12-01344 Horizon Pharma bulk order,96359.74,5,TS,KA,false,sales
2025-02-26,SINV-02-01345 Growthline Agencies bulk order,13812.12,18,TN,KA,true,sales
2024-10-15,SINV-10-01346 Growthline Agencies project billing,44205.14,18,DL,KA,false,sales
2024-09-07,SINV-09-01347 Orbit Fashion House invoice settlement,125500.5,18,TN,KA,true,sales
2024-11-18,SINV-11-01348 Trinity Healthcare bulk order,115702.04,18,TS,KA,true,sales
2024-09-05,SINV-09-01349 Sunrise Superstore bulk order,20542.99,18,KA,KA,false,sales
2024-11-22,SINV-11-01350 Fresh Basket Mart monthly supply,68140.19,12,GJ,KA,true,sales
2024-05-14,SINV-05-01351 Lotus Enterprises monthly supply,24722.13,18,TN,KA,true,sales
2024-08-18,SINV-08-01352 Lotus Enterprises invoice settlement,81956.16,5,MH,KA,false,sales
2024-10-24,SINV-10-01353 Fresh Basket Mart monthly supply,79498.3,18,TS,KA,true,sales
2024-08-06,SINV-08-01354 DigiServe Solutions monthly supply,10090.5,12,GJ,KA,true,sales
2024-05-22,SINV-05-01355 Indus Office Supplies monthly supply,78477.04,12,MH,KA,false,sales
2025-03-21,SINV-03-01356 Indus Office Supplies project billing,27672.26,18,DL,KA,true,sales
2024-04-02,SINV-04-01357 DigiServe Solutions bulk order,119388.52,5,MH,KA,true,sales
2024-09-09,SINV-09-01358 CityMed Distributors distribution lot,45348.48,5,TN,KA,true,sales
2024-09-19,SINV-09-01359 Acme Retail Pvt Ltd monthly supply,36560.42,5,GJ,KA,true,sales
2024-09-28,SINV-09-01360 Prime Hardware project billing,73534.83,18,TS,KA,true,sales
2024-08-27,SINV-08-01361 Horizon Pharma invoice settlement,27133.9,18,TN,KA,true,professional_receipts
2024-12-08,SINV-12-01362 Lotus Enterprises monthly supply,40148.43,18,DL,KA,true,sales
2024-09-02,SINV-09-01363 Kite Logistics project billing,97379.47,18,TN,KA,false,sales
2024-05-28,SINV-05-01364 Indus Office Supplies bulk order,108213.56,18,TS,KA,true,sales
2024-06-12,SINV-06-01365 Lotus Enterprises invoice settlement,32435.06,18,MH,KA,false,sales
2024-05-16,SINV-05-01366 Growthline Agencies project billing,57557.85,18,TN,KA,true,sales
2024-12-26,SINV-12-01367 Fresh Basket Mart distribution lot,85685.63,12,DL,KA,false,sales
2024-09-06,SINV-09-01368 Growthline Agencies distribution lot,66209.52,0,TN,KA,false,sales
2025-01-16,SINV-01-01369 Lotus Enterprises distribution lot,135811.27,12,TS,KA,true,sales
2024-06-16,SINV-06-01370 QuickShop Chain invoice settlement,93119.59,18,KA,KA,true,sales
2024-08-29,SINV-08-01371 Acme Retail Pvt Ltd distribution lot,29122.35,18,DL,KA,false,sales
2024-04-03,SINV-04-01372 Nova Wellness invoice settlement,117239.9,12,GJ,KA,true,sales
2025-03-07,SINV-03-01373 Riverfront Wholesale bulk order,13687.2,5,TN,KA,true,sales
2025-01-25,SINV-01-01374 CityMed Distributors distribution lot,6436.74,12,TN,KA,false,sales
2024-10-22,SINV-10-01375 DigiServe Solutions distribution lot,135964.06,18,TS,KA,true,sales
2024-09-13,SINV-09-01376 Sunrise Superstore bulk order,101365.31,5,DL,KA,true,sales
2024-09-04,SINV-09-01377 CityMed Distributors distribution lot,130000.68,12,KA,KA,true,sales
2024-06-10,SINV-06-01378 QuickShop Chain distribution lot,40874.41,18,DL,KA,false,sales
2024-11-05,SINV-11-01379 Orbit Fashion House distribution lot,62252.88,18,KA,KA,true,sales
2024-06-11,SINV-06-01380 Trinity Healthcare project billing,116657.67,18,GJ,KA,true,sales
2025-01-15,SINV-01-01381 Jupiter Foods distribution lot,106025.65,0,GJ,KA,false,sales
2024-11-22,SINV-11-01382 Bluecart Traders invoice settlement,35596.42,5,GJ,KA,false,sales
2024-12-03,SINV-12-01383 Kite Logistics monthly supply,20504.54,18,TS,KA,true,sales
2024-07-14,SINV-07-01384 QuickShop Chain bulk order,97862.05,5,DL,KA,true,sales
2025-02-16,SINV-02-01385 Jupiter Foods bulk order,117225.07,18,KA,KA,false,sales
2024-05-05,SINV-05-01386 Acme Retail Pvt Ltd monthly supply,115802.02,5,TN,KA,true,sales
2024-04-13,SINV-04-01387 QuickShop Chain bulk order,10994.66,18,MH,KA,true,sales
2025-01-05,SINV-01-01388 Indus Office Supplies distribution lot,85961.75,18,MH,KA,false,sales
2025-02-20,SINV-02-01389 Acme Retail Pvt Ltd project billing,107911.01,5,MH,KA,true,sales
2024-11-30,SINV-11-01390 Prime Hardware invoice settlement,84273.1,12,TN,KA,false,sales
2024-10-15,SINV-10-01391 DigiServe Solutions monthly supply,120540.5,18,GJ,KA,true,sales
2024-10-17,SINV-10-01392 Acme Retail Pvt Ltd distribution lot,7876.78,18,KA,KA,true,sales
2024-09-29,SINV-09-01393 Evergreen Stores invoice settlement,107469.08,18,GJ,KA,true,sales
2024-12-14,SINV-12-01394 Growthline Agencies invoice settlement,99694.02,12,TS,KA,true,sales
2025-01-14,SINV-01-01395 Kite Logistics invoice settlement,127069.87,18,TN,KA,true,sales
2024-05-05,SINV-05-01396 Prime Hardware project billing,67524.42,12,TS,KA,true,sales
2024-12-26,SINV-12-01397 Indus Office Supplies project billing,42199.38,5,TN,KA,false,sales
2024-05-05,SINV-05-01398 Bluecart Traders distribution lot,92277.49,0,TS,KA,false,sales
2024-11-30,SINV-11-01399 Kite Logistics bulk order,122712.73,18,KA,KA,false,sales
2024-06-29,SINV-06-01400 Metro Hypermart monthly supply,63669.12,18,KA,KA,true,sales
2024-05-08,SINV-05-01401 Orbit Fashion House invoice settlement,76800.33,18,KA,KA,false,sales
2025-03-24,SINV-03-01402 Orbit Fashion House invoice settlement,138473.08,12,TN,KA,true,sales
2024-11-11,SINV-11-01403 Jupiter Foods bulk order,104623.52,12,KA,KA,true,sales
2025-01-24,SINV-01-01404 Acme Retail Pvt Ltd monthly supply,99604.55,18,DL,KA,true,sales
2024-10-26,SINV-10-01405 Sunrise Superstore project billing,13352.56,18,TN,KA,true,sales
2024-07-07,SINV-07-01406 Growthline Agencies project billing,71428.09,18,MH,KA,true,sales
2024-05-05,SINV-05-01407 Orbit Fashion House monthly supply,57317.89,18,KA,KA,true,professional_receipts
2024-12-12,SINV-12-01408 Horizon Pharma invoice settlement,68715.91,0,DL,KA,false,sales
2024-10-17,SINV-10-01409 Lotus Enterprises project billing,109255.48,0,GJ,KA,false,sales
2024-12-13,SINV-12-01410 Jupiter Foods invoice settlement,10572.13,12,TS,KA,true,professional_receipts
2024-04-16,SINV-04-01411 Bluecart Traders bulk order,38592.89,12,MH,KA,true,sales
2025-01-06,SINV-01-01412 Kite Logistics monthly supply,83758.68,18,GJ,KA,false,sales
2025-02-07,SINV-02-01413 Bluecart Traders monthly supply,12508.7,12,GJ,KA,true,sales
2024-12-02,SINV-12-01414 Evergreen Stores invoice settlement,8526.86,12,TN,KA,true,sales
2024-12-01,SINV-12-01415 Jupiter Foods monthly supply,129640.82,18,MH,KA,true,sales
2024-12-30,SINV-12-01416 Trinity Healthcare monthly supply,86037.8,18,TN,KA,false,sales
2024-10-11,SINV-10-01417 Evergreen Stores project billing,64648.79,18,DL,KA,true,sales
2024-09-28,SINV-09-01418 Growthline Agencies bulk order,128759.01,12,TN,KA,true,sales
2024-12-31,SINV-12-01419 Sunrise Superstore monthly supply,100716.47,0,KA,KA,false,sales
2024-04-30,SINV-04-01420 Evergreen Stores bulk order,43799.25,18,DL,KA,true,sales
2024-06-06,SINV-06-01421 Trinity Healthcare distribution lot,93020.36,12,TS,KA,true,sales
2024-09-30,SINV-09-01422 Horizon Pharma bulk order,46708.02,18,GJ,KA,true,sales
2024-08-15,SINV-08-01423 Kite Logistics project billing,75723.03,18,TN,KA,true,sales
2024-08-22,SINV-08-01424 CityMed Distributors project billing,19298.61,12,MH,KA,false,sales
2024-06-02,SINV-06-01425 Lotus Enterprises distribution lot,116846.74,18,TS,KA,true,sales
2024-11-19,SINV-11-01426 DigiServe Solutions invoice settlement,104949.84,0,KA,KA,false,sales
2024-05-01,SINV-05-01427 Indus Office Supplies distribution lot,58447.99,18,KA,KA,true,sales
2024-07-24,SINV-07-01428 Growthline Agencies monthly supply,93341.81,12,GJ,KA,true,sales
2024-09-26,SINV-09-01429 Acme Retail Pvt Ltd invoice settlement,112009.81,18,GJ,KA,true,sales
2024-07-20,SINV-07-01430 Acme Retail Pvt Ltd monthly supply,116571.65,12,KA,KA,true,sales
2025-01-09,SINV-01-01431 Metro Hypermart project billing,137738.93,18,TN,KA,true,sales
2024-11-04,SINV-11-01432 Sunrise Superstore distribution lot,114110.74,18,TS,KA,true,sales
2024-07-31,SINV-07-01433 Evergreen Stores bulk order,43525.2,18,GJ,KA,true,sales
2024-08-30,SINV-08-01434 Kite Logistics invoice settlement,8530.53,18,TS,KA,true,sales
2025-02-06,SINV-02-01435 Acme Retail Pvt Ltd bulk order,75740.73,5,TN,KA,true,sales
2024-11-23,SINV-11-01436 Acme Retail Pvt Ltd project billing,59638.84,18,MH,KA,false,sales
2024-10-27,SINV-10-01437 Bluecart Traders monthly supply,12244.49,18,TN,KA,false,sales
2024-07-02,SINV-07-01438 Indus Office Supplies bulk order,36327.68,18,MH,KA,false,sales
2025-02-11,SINV-02-01439 Bluecart Traders distribution lot,92611.23,12,GJ,KA,true,sales
2024-09-10,SINV-09-01440 Bluecart Traders invoice settlement,30424.17,18,KA,KA,false,sales
2025-03-14,SINV-03-01441 Lotus Enterprises monthly supply,9416.16,18,GJ,KA,true,professional_receipts
2024-05-10,SINV-05-01442 Horizon Pharma monthly supply,72369.82,12,TS,KA,false,sales
2024-11-05,SINV-11-01443 Jupiter Foods distribution lot,42501.22,5,TS,KA,false,sales
2024-10-09,SINV-10-01444 Prime Hardware invoice settlement,45456.81,18,MH,KA,true,sales
2025-01-28,SINV-01-01445 Acme Retail Pvt Ltd project billing,29826.57,5,GJ,KA,true,sales
2025-03-31,SINV-03-01446 Lotus Enterprises bulk order,57711.28,18,TN,KA,true,sales
2025-02-27,SINV-02-01447 CityMed Distributors project billing,119931.58,18,TS,KA,false,sales
2025-01-06,SINV-01-01448 Nova Wellness project billing,17352.19,18,TN,KA,false,sales
2025-03-04,SINV-03-01449 QuickShop Chain bulk order,48763.58,18,DL,KA,true,sales
2024-08-03,SINV-08-01450 Lotus Enterprises distribution lot,41065.01,12,TS,KA,false,sales
2024-10-27,SINV-10-01451 Lotus Enterprises distribution lot,71156.0,0,GJ,KA,false,sales
2024-07-27,SINV-07-01452 Orbit Fashion House project billing,30646.0,18,MH,KA,false,sales
2024-10-26,SINV-10-01453 Sunrise Superstore monthly supply,76679.34,18,KA,KA,false,sales
2024-10-27,SINV-10-01454 Nova Wellness bulk order,24401.01,18,MH,KA,true,sales
2024-11-19,SINV-11-01455 Acme Retail Pvt Ltd distribution lot,53781.64,5,TS,KA,false,sales
2024-05-22,SINV-05-01456 Evergreen Stores monthly supply,123484.25,18,MH,KA,true,sales
2024-12-20,SINV-12-01457 QuickShop Chain project billing,133660.84,18,MH,KA,true,sales
2025-03-31,SINV-03-01458 Jupiter Foods project billing,112434.72,5,KA,KA,false,sales
2024-04-24,SINV-04-01459 CityMed Distributors distribution lot,54259.13,18,TS,KA,true,sales
2024-11-10,SINV-11-01460 Jupiter Foods project billing,88263.93,18,GJ,KA,false,sales
2024-05-13,SINV-05-01461 Evergreen Stores distribution lot,88748.13,18,DL,KA,true,sales
2024-11-11,SINV-11-01462 Fresh Basket Mart distribution lot,74539.91,18,DL,KA,false,professional_receipts
2024-04-25,SINV-04-01463 Sunrise Superstore invoice settlement,78866.74,18,DL,KA,true,sales
2024-10-14,SINV-10-01464 Kite Logistics bulk order,140780.4,18,TN,KA,true,sales
2024-12-22,SINV-12-01465 Indus Office Supplies monthly supply,91917.27,18,DL,KA,true,sales
2024-08-19,SINV-08-01466 Prime Hardware project billing,130927.22,18,KA,KA,true,sales
2024-07-28,SINV-07-01467 Indus Office Supplies monthly supply,27838.28,5,GJ,KA,false,sales
2024-04-21,SINV-04-01468 Riverfront Wholesale invoice settlement,31156.43,18,MH,KA,true,sales
